DiseaseName_ARD_Paper,MESH_ID,X,Category,Likelihood.disease.is.ageing.related,Name_node,Phenotyping_Algorithms,MESH_Term,All_MESH,All_MESH_Terms,filter_frames,Updated_Term,Search_term
"Primary Malignancy, Uterus",MESH:D014594,Primary_Malignancy_Uterus,Cancers,High,malig_pri_uterine,Primary Malignancy - Uterus,Uterine Neoplasms,MESH:D016889,Endometrial Neoplasms,"r'\bendometrial cancer\b', r'\bendometrium cancer\b', r'\bendometrial cancers\b', r'\bendometrium cancers\b', r'\bendometrial carcinoma\b', r'\bendometrial carcinomas\b', r'\bendometrial neoplasm\b', r'\bendometrial neoplasms\b', r'\bcancer of endometrium\b', r'\bcancer of the endometrium\b', r'\bcarcinoma of endometrium\b', r'\bendometrium carcinoma\b', r'\bendometrium carcinomas\b'",added malignant,"r'\bcancer of endometrium\b', r'\bcancer of the endometrium\b', r'\bcarcinoma of endometrium\b', r'\bendometrial cancer\b', r'\bendometrial cancers\b', r'\bendometrial carcinoma\b', r'\bendometrial carcinomas\b', r'\bmalignant endometrial neoplasm\b', r'\bendometrium cancer\b', r'\bendometrium cancers\b', r'\bendometrium carcinoma\b', r'\bendometrium carcinomas\b', r'\bmalignant endometrial neoplasms\b', r'\bmalignant endomentrial tumor\b', r'\bmalignant endomentrial tumour\b', r'\bmalignant endomentrial tumors\b', r'\bmalignant endomentrial tumours\b', r'\bendometrial malignancy\b'"
"Primary Malignancy, Uterus",MESH:D014594,Primary_Malignancy_Uterus,Cancers,High,malig_pri_uterine,Primary Malignancy - Uterus,Uterine Neoplasms,MESH:D014594,Uterine Neoplasms,"r'\buterine cancers\b', r'\buterus cancers\b', r'\buterine cancer\b', r'\buterus cancer\b', r'\buterine neoplasms\b', r'\buterus neoplasms\b', r'\buterine neoplasm\b', r'\buterus neoplasm\b', r'\bcancer of the uterus\b', r'\bcancer of uterus\b'",added malignant,"r'\bcancer of the uterus\b', r'\bcancer of uterus\b', r'\buterine cancer\b', r'\buterine cancers\b', r'\buterine neoplasm\b', r'\buterus cancer\b', r'\buterus cancers\b', r'\bmalignant uterus neoplasm\b', r'\bmalignant uterus neoplasms\b', r'\bmalignant uterine neoplasms\b', r'\bmalignant uterine neoplasm\b', r'\bmalignant uterine tumor\b', r'\bmalignant uterine tumour\b', r'\bmalignant uterine tumors\b', r'\bmalignant uterine tumours\b', r'\buterine malignancy\b', r'\buterine malignancies\b'"
"Primary Malignancy, Uterus",MESH:D014594,Primary_Malignancy_Uterus,Cancers,High,malig_pri_uterine,Primary Malignancy - Uterus,Uterine Neoplasms,MESH:D018269,"Carcinoma, Endometrioid","r'\bendometrioid adenocarcinoma\b', r'\bendometrioid adenocarcinomas\b', r'\bendometrioid carcinomas\b', r'\bendometrioid carcinoma\b'",NA,"r'\bendometrioid adenocarcinoma\b', r'\bendometrioid adenocarcinomas\b', r'\bendometrioid carcinomas\b', r'\bendometrioid carcinoma\b'"
Primary Pulmonary Hypertension,MESH:D006976,Primary_Pulmonary_Hypertension,Cardiovascular,High,pulm_htn_pri,Primary pulmonary hypertension,"Hypertension, Pulmonary",MESH:D006976,"Hypertension, Pulmonary","r'\bpulmonary hypertension\b', r'\bpulmonary arterial hypertension\b'","added primary, added synonyms","r'\bprimary pulmonary arterial hypertension\b', r'\bprimary pulmonary hypertension\b', r'\bidiopathic pulmonary arterial hypertension\b', r'\bidiopathic pulmonary hypertension\b', r'\bprimary pulmonary arterial hypertension\b'"
Primary thrombocytopaenia,MESH:D013921,Primary_thrombocytopaenia,Haematological/ Immuunoligcal,High,pri_thrombocytopaenia,Primary thrombocytopaenia,Thrombocytopenia,MESH:D013921,Thrombocytopenia,"r'\bthrombocytopenias\b', r'\bthrombopenia\b', r'\bthrombopenias\b', r'\bthrombocytopenia\b'","updated to reflect primary, added english spelling, added synonyms","r'\bprimary thrombocytopenias\b', r'\bprimary thrombopenia\b', r'\bprimary thrombopenias\b', r'\bprimary thrombocytopenia\b', r'\bprimary thrombocytopaenias\b', r'\bprimary thrombopaenia\b', r'\bprimary thrombopaenias\b', r'\bprimary thrombocytopaenia\b', r'\bcongenital thrombocytopenia\b', r'\bcongenital thrombocytopaenia\b', r'\bcongenital thrombocytopenias\b', r'\bcongenital thrombocytopaenias\b', r'\bhereditary thrombocytopenia\b', r'\bhereditary thrombocytopaenia\b', r'\bhereditary thrombocytopenias\b', r'\bhereditary thrombocytopaenias\b', r'\bidiopathic thrombocytopenia purpura\b', r'\bidiopathic thrombocytopaenia purpura\b', r'\bidiopathic thrombocytopenia purpuras\b', r'\bidiopathic thrombocytopaenia purpuras\b', r'\bidiopathic thrombocytopenic purpura\b', r'\bidiopathic thrombocytopaenic purpura\b', r'\bidiopathic thrombocytopenic purpuras\b', r'\bidiopathic thrombocytopaenic purpuras\b', r'\bidiopathic purpura\b', r'\bidiopathic purpuras\b', r'\bimmune thrombocytopenic purpura\b', r'\bimmune thrombocytopaenic purpura\b', r'\bimmune thrombocytopenic purpuras\b', r'\bimmune thrombocytopaenic purpuras\b', r'\bwerlhofs disease\b', r'\bwerlhof disease\b', r'\bautoimmune thrombocytopenia\b', r'\bautoimmune thrombocytopenias\b', r'\bautoimmune thrombocytopaenia\b', r'\bautoimmune thrombocytopaenias\b', r'\bautoimmune thrombocytopenic purpura\b', r'\bautoimmune thrombocytopenic purpuras\b', r'\bautoimmune thrombocytopaenic purpura\b', r'\bautoimmune thrombocytopaenic purpuras\b', r'\bimmune thrombocytopenia\b', r'\bimmune thrombocytopenias\b', r'\bimmune thrombocytopaenia\b', r'\bimmune thrombocytopaenias\b', r'\bidiopathic thrombocytopenic purpura\b', r'\bidiopathic thrombocytopenic purpuras\b', r'\bidiopathic thrombocytopaenic purpura\b', r'\bidiopathic thrombocytopaenic purpuras\b', r'\bimmune thrombocytopenic purpuras\b', r'\bimmune thrombocytopenic purpura\b', r'\bimmune thrombocytopaenic purpuras\b', r'\bimmune thrombocytopaenic purpura\b', r'\bidiopathic thrombocytopenia\b', r'\bidiopathic thrombocytopaenia\b', r'\bidiopathic thrombocytopenias\b', r'\bidiopathic thrombocytopaenias\b'"
Ptosis,MESH:D001763,Ptosis,Eye,High,ptosis,Ptosis,Blepharoptosis,MESH:D001763,Blepharoptosis,"r'\beyelid ptoses\b', r'\beyelid ptosis\b', r'\bblepharoptoses\b', r'\bblepharoptosis\b'",added ptosis and ptoses,"r'\beyelid ptoses\b', r'\beyelid ptosis\b', r'\bblepharoptoses\b', r'\bblepharoptosis\b', r'\bptosis\b', r'\bptoses\b'"
Pulmonary Collapse,MESH:D001261,Pulmonary_Collapse,Respiratory,High,pulm_collapse,Pulmonary Collapse,Pulmonary Atelectasis,MESH:D001261,Pulmonary Atelectasis,"r'\bcompression atelectases\b', r'\bcompression pulmonary atelectases\b', r'\bcongestive atelectases\b', r'\bcongestive pulmonary atelectases\b', r'\bcontraction pulmonary atelectases\b', r'\bpostoperative pulmonary atelectases\b', r'\bpulmonary atelectases\b', r'\bresorption atelectases\b', r'\bresorption pulmonary atelectases\b', r'\bcompression atelectasis\b', r'\bcompression pulmonary atelectasis\b', r'\bcongestive atelectasis\b', r'\bcongestive pulmonary atelectasis\b', r'\bcontraction pulmonary atelectasis\b', r'\bpostoperative pulmonary atelectasis\b', r'\bpulmonary atelectasis\b', r'\bresorption atelectasis\b', r'\bresorption pulmonary atelectasis\b', r'\blung collapse\b', r'\batelectases\b', r'\batelectasis\b'",remove surplus,"r'\blung collapse\b', r'\batelectases\b', r'\batelectasis\b', r'\bcollapsed lung\b'"
Pulmonary Embolism,MESH:D011655,Pulmonary_Embolism,Cardiovascular,High,pe,Pulmonary Embolism,Pulmonary Embolism,MESH:D054060,Pulmonary Infarction,"r'\bpulmonary infarction\b', r'\bpulmonary infarctions\b'",NA,"r'\bpulmonary infarction\b', r'\bpulmonary infarctions\b'"
Pulmonary Embolism,MESH:D011655,Pulmonary_Embolism,Cardiovascular,High,pe,Pulmonary Embolism,Pulmonary Embolism,MESH:D011655,Pulmonary Embolism,"r'\bpulmonary embolism\b', r'\bpulmonary embolisms\b', r'\bpulmonary thromboembolism\b', r'\bpulmonary thromboembolisms\b'",NA,"r'\bpulmonary embolism\b', r'\bpulmonary embolisms\b', r'\bpulmonary thromboembolism\b', r'\bpulmonary thromboembolisms\b'"
Pulmonary Fibrosis,MESH:D011658,Pulmonary_Fibrosis,Respiratory,High,pulm_fibrosis,Pulmonary Fibrosis,Pulmonary Fibrosis,MESH:D011658,Pulmonary Fibrosis,"r'\bfibrosing alveolitides\b', r'\bfibrosing alveolitis\b', r'\bpulmonary fibroses\b', r'\bpulmonary fibrosis\b', r'\bhamman rich syndrome\b'",NA,"r'\bfibrosing alveolitides\b', r'\bfibrosing alveolitis\b', r'\bpulmonary fibroses\b', r'\bpulmonary fibrosis\b', r'\bhamman rich syndrome\b'"
Pulmonary Fibrosis,MESH:D011658,Pulmonary_Fibrosis,Respiratory,High,pulm_fibrosis,Pulmonary Fibrosis,Pulmonary Fibrosis,MESH:D054990,Idiopathic Pulmonary Fibrosis,"r'\bhamman rich disease\b', r'\bhamman rich diseases\b', r'\bfibrocystic pulmonary dysplasia\b', r'\bfibrocystic pulmonary dysplasias\b', r'\bcryptogenic fibrosing alveolitides\b', r'\bcryptogenic fibrosing alveolitis\b', r'\bchronic form idiopathic fibrosing alveolitis\b', r'\bfamilial idiopathic pulmonary fibrosis\b', r'\busual interstitial pneumonias\b', r'\busual interstitial pneumonia\b', r'\busual interstitial pneumonitides\b', r'\busual interstitial pneumonitis\b', r'\bidiopathic pulmonary fibroses\b', r'\bidiopathic pulmonary fibrosis\b', r'\buip hamman rich disease\b'",remove surplus,"r'\bhamman rich disease\b', r'\bhamman rich diseases\b', r'\bfibrocystic pulmonary dysplasia\b', r'\bfibrocystic pulmonary dysplasias\b', r'\busual interstitial pneumonias\b', r'\busual interstitial pneumonia\b', r'\busual interstitial pneumonitides\b', r'\busual interstitial pneumonitis\b', r'\buip hamman rich disease\b'"
Raised low density lipoprotein-cholesterol,UMLS:C0549399,Raised_low_density_lipoprotein_cholesterol,Endocrine,High,raisedldl,Raised LDL-C,Low density lipoprotein increased,UMLS:C0549399,Low density lipoprotein increased,NA,Updated terms,"r'\belevated ldl\b', r'\bincreased ldl\b', r'\braised ldl\b', r'\bhigh ldl\b', r'\bldl cholestered elevated\b', r'\bldl cholesterol increased\b', r'\bldl cholesterol raised\b', r'\bldl cholesterol high\b', r'\bldl elevated\b', r'\bldl increased\b', r'\bldl raised\b', r'\bldl high\b', r'\bldl cholestered levels elevated\b', r'\bldl cholesterol levels increased\b', r'\bldl cholesterol levels raised\b', r'\bldl cholesterol levels high\b', r'\bldl levels elevated\b', r'\bldl levels increased\b', r'\bldl levels raised\b', r'\bldl levels high\b', r'\bhyperbetalipoproteinemia\b', r'\bhyperbetalipoproteinaemia\b', r'\bincreased beta lioproteins\b', r'\bincreased plasma ldl\b', r'\belevated plasma ldl\b', r'\braised plasma ldl\b', r'\bincreased circulating ldl\b', r'\belevated circulating ldl\b', r'\braised circulating ldl\b', r'\belevated low density lipoprotein\b', r'\bincreased low density lipoprotein\b', r'\braised low density lipoprotein\b', r'\bhigh low density lipoprotein\b', r'\blow density lipoprotein cholestered elevated\b', r'\blow density lipoprotein cholesterol increased\b', r'\blow density lipoprotein cholesterol raised\b', r'\blow density lipoprotein cholesterol high\b', r'\blow density lipoprotein elevated\b', r'\blow density lipoprotein increased\b', r'\blow density lipoprotein raised\b', r'\blow density lipoprotein high\b', r'\blow density lipoprotein cholestered levels elevated\b', r'\blow density lipoprotein cholesterol levels increased\b', r'\blow density lipoprotein cholesterol levels raised\b', r'\blow density lipoprotein cholesterol levels high\b', r'\blow density lipoprotein levels elevated\b', r'\blow density lipoprotein levels increased\b', r'\blow density lipoprotein levels raised\b', r'\blow density lipoprotein levels high\b', r'\bincreased plasma low density lipoprotein\b', r'\belevated plasma low density lipoprotein\b', r'\braised plasma low density lipoprotein\b', r'\bincreased circulating low density lipoprotein\b', r'\belevated circulating low density lipoprotein\b', r'\braised circulating low density lipoprotein\b', r'\belevated low density lipoproteins\b', r'\bincreased low density lipoproteins\b', r'\braised low density lipoproteins\b', r'\bhigh low density lipoproteins\b', r'\blow density lipoproteins elevated\b', r'\blow density lipoproteins increased\b', r'\blow density lipoproteins raised\b', r'\blow density lipoproteins high\b', r'\bincreased plasma low density lipoproteins\b', r'\belevated plasma low density lipoproteins\b', r'\braised plasma low density lipoproteins\b', r'\bincreased circulating low density lipoproteins\b', r'\belevated circulating low density lipoproteins\b', r'\braised circulating low density lipoproteins\b'"
Raised Total Cholesterol,MESH:D006937,Raised_Total_Cholesterol,Endocrine,High,raisedtc,Raised Total Cholesterol,Hypercholesterolemia,MESH:D006937,Hypercholesterolemia,"r'\belevated cholesterol\b', r'\bhigh cholesterol level\b', r'\bhigh cholesterol levels\b', r'\belevated cholesterols\b', r'\bhypercholesteremia\b', r'\bhypercholesteremias\b', r'\bhypercholesterolemias\b', r'\bhypercholesterolemia\b'",edited to 'high cholesterol',"r'\belevated cholesterol\b', r'\bhigh cholesterol\b', r'\bhigh cholesterols\b', r'\belevated cholesterols\b', r'\bhypercholesteremia\b', r'\bhypercholesteremias\b', r'\bhypercholesterolemias\b', r'\bhypercholesterolemia\b'"
Raised Triglycerides,MESH:D015228,Raised_Triglycerides,Endocrine,High,raisedtg,Raised Triglycerides,Hypertriglyceridemia,MESH:D006953,Hyperlipoproteinemia Type IV,"r'\bcarbohydrate inducible hyperlipemia\b', r'\bcarbohydrate inducible hyperlipemias\b', r'\btype iv hyperlipoproteinemias\b', r'\btype iv hyperlipoproteinemia\b', r'\bfamilial hypertriglyceridemia\b', r'\bhyperlipoproteinemia type iv\b', r'\bfamilial hyperlipoproteinemia type 4\b', r'\bfamilial type iv hyperlipoproteinemia\b', r'\bhyperprebetalipoproteinemia\b', r'\bhyper prebeta lipoproteinemia\b'",NA,"r'\bcarbohydrate inducible hyperlipemia\b', r'\bcarbohydrate inducible hyperlipemias\b', r'\btype iv hyperlipoproteinemias\b', r'\btype iv hyperlipoproteinemia\b', r'\bfamilial hypertriglyceridemia\b', r'\bhyperlipoproteinemia type iv\b', r'\bfamilial hyperlipoproteinemia type 4\b', r'\bfamilial type iv hyperlipoproteinemia\b', r'\bhyperprebetalipoproteinemia\b', r'\bhyper prebeta lipoproteinemia\b', r'\bcarbohydrate inducible hyperlipaemia\b', r'\bcarbohydrate inducible hyperlipaemias\b', r'\btype iv hyperlipoproteinaemias\b', r'\btype iv hyperlipoproteinaemia\b', r'\bfamilial hypertriglyceridaemia\b', r'\bhyperlipoproteinaemia type iv\b', r'\bfamilial hyperlipoproteinaemia type 4\b', r'\bfamilial type iv hyperlipoproteinaemia\b', r'\bhyperprebetalipoproteinaemia\b', r'\bhyper prebeta lipoproteinaemia\b'"
Raised Triglycerides,MESH:D015228,Raised_Triglycerides,Endocrine,High,raisedtg,Raised Triglycerides,Hypertriglyceridemia,MESH:D006954,Hyperlipoproteinemia Type V,"r'\blate onset hyperchylomicronemia\b', r'\blate onset hyperchylomicronemias\b', r'\bfamilial hyperchylomicronemia with hyperprebetalipoproteinemia\b', r'\bcombined fat and carbohydrate induced hyperlipemia\b', r'\bmixed hyperlipemia\b', r'\bmixed hyperlipemias\b', r'\btype v hyperlipidemias\b', r'\btype v hyperlipidemia\b', r'\btype v hyperlipoproteinemias\b', r'\btype v hyperlipoproteinemia\b', r'\bhyperchylomicronemia late onset\b', r'\bhyperchylomicronemia late onsets\b', r'\bhyperlipoproteinemia type 5\b', r'\bhyperlipoproteinemia type 5s\b', r'\bhyperlipoproteinemia type v\b'",added english spelling,"r'\blate onset hyperchylomicronemia\b', r'\blate onset hyperchylomicronemias\b', r'\bfamilial hyperchylomicronemia with hyperprebetalipoproteinemia\b', r'\bcombined fat and carbohydrate induced hyperlipemia\b', r'\bmixed hyperlipemia\b', r'\bmixed hyperlipemias\b', r'\btype v hyperlipidemias\b', r'\btype v hyperlipidemia\b', r'\btype v hyperlipoproteinemias\b', r'\btype v hyperlipoproteinemia\b', r'\bhyperchylomicronemia late onset\b', r'\bhyperchylomicronemia late onsets\b', r'\bhyperlipoproteinemia type 5\b', r'\bhyperlipoproteinemia type 5s\b', r'\bhyperlipoproteinemia type v\b', r'\blate onset hyperchylomicronaemia\b', r'\blate onset hyperchylomicronaemias\b', r'\bfamilial hyperchylomicroanemia with hyperprebetalipoproteinaemia\b', r'\bcombined fat and carbohydrate induced hyperlipaemia\b', r'\bmixed hyperlipaemia\b', r'\bmixed hyperlipaemias\b', r'\btype v hyperlipidaemias\b', r'\btype v hyperlipidaemia\b', r'\btype v hyperlipoproteinaemias\b', r'\btype v hyperlipoproteinaemia\b', r'\bhyperchylomicronaemia late onset\b', r'\bhyperchylomicronaemia late onsets\b', r'\bhyperlipoproteinaemia type 5\b', r'\bhyperlipoproteinaemia type 5s\b', r'\bhyperlipoproteinaemia type v\b'"
Raised Triglycerides,MESH:D015228,Raised_Triglycerides,Endocrine,High,raisedtg,Raised Triglycerides,Hypertriglyceridemia,MESH:D015228,Hypertriglyceridemia,"r'\bhypertriglyceridemias\b', r'\bhypertriglyceridemia\b'",added english spelling,"r'\bhypertriglyceridemias\b', r'\bhypertriglyceridemia\b', r'\bhypertriglyceridaemias\b', r'\bhypertriglycaeridemia\b'"
Raynauds Disease,MESH:D011928,Raynauds_Disease,Cardiovascular,High,raynauds,Raynaud's Disease,Raynaud Disease,MESH:D011928,Raynaud Disease,"r'\bhereditary cold fingers\b', r'\braynaud phenomenon\b', r'\braynauds disease\b', r'\braynaud disease\b'","added plural, added syndrome","r'\bhereditary cold fingers\b', r'\braynaud phenomenon\b', r'\braynauds disease\b', r'\braynaud disease\b', r'\braynauds phenomenon\b', r'\braynaud syndrome\b', r'\braynauds syndrome\b'"
Respiratory Failure,MESH:D012131,Respiratory_Failure,Respiratory,High,resp_fail,Respiratory Failure,Respiratory Insufficiency,MESH:D000142,"Acidosis, Respiratory","r'\brespiratory acidoses\b', r'\brespiratory acidosis\b'",NA,"r'\brespiratory acidoses\b', r'\brespiratory acidosis\b'"
Respiratory Failure,MESH:D012131,Respiratory_Failure,Respiratory,High,resp_fail,Respiratory Failure,Respiratory Insufficiency,MESH:D012133,Respiratory Paralysis,"r'\brespiratory muscle paralyses\b', r'\brespiratory muscle paralysis\b', r'\bdiaphragmatic paralysis\b', r'\brespiratory paralysis\b'",NA,"r'\brespiratory muscle paralyses\b', r'\brespiratory muscle paralysis\b', r'\bdiaphragmatic paralysis\b', r'\brespiratory paralysis\b'"
Respiratory Failure,MESH:D012131,Respiratory_Failure,Respiratory,High,resp_fail,Respiratory Failure,Respiratory Insufficiency,MESH:D000402,Airway Obstruction,"r'\bairway obstruction\b', r'\bairway obstructions\b', r'\bchoking\b'",NA,"r'\bairway obstruction\b', r'\bairway obstructions\b', r'\bchoking\b'"
Respiratory Failure,MESH:D012131,Respiratory_Failure,Respiratory,High,resp_fail,Respiratory Failure,Respiratory Insufficiency,MESH:D007040,Hypoventilation,"r'\bhypoventilations\b', r'\bhypoventilation\b'",NA,"r'\bhypoventilations\b', r'\bhypoventilation\b'"
Respiratory Failure,MESH:D012131,Respiratory_Failure,Respiratory,High,resp_fail,Respiratory Failure,Respiratory Insufficiency,MESH:D012131,Respiratory Insufficiency,"r'\bventilatory depressions\b', r'\brespiratory depression\b', r'\brespiratory failure\b', r'\bventilatory depression\b', r'\brespiratory insufficiency\b'",added plural,"r'\bventilatory depressions\b', r'\brespiratory depression\b', r'\brespiratory failure\b', r'\bventilatory depression\b', r'\brespiratory insufficiency\b', r'\brespiratory failures\b'"
Retinal Detachment,MESH:D012163,Retinal_Detachment,Eye,High,retinal_detach,Retinal Detachment,Retinal Detachment,MESH:D012163,Retinal Detachment,"r'\bretinal detachment\b', r'\bretinal detachments\b', r'\bretinal pigment epithelial detachment\b'",NA,"r'\bretinal detachment\b', r'\bretinal detachments\b', r'\bretinal pigment epithelial detachment\b'"
Retinal Vascular Occlusion,MESH:D015356,Retinal_Vascular_Occlusion,Eye,High,retinal_vasc_occl,Retinal Vascular Occlusions,Retinal Artery Occlusion,UMLS:C0035326,Retinal Vascular Occlusion,NA,NA,"r'\bretinal vasacular occlusion\b', r'\bretinal vascular occlusions\b', r'\bocclusion of the retinal vasculature\b'"
Retinal Vascular Occlusion,MESH:D012170,Retinal_Vascular_Occlusion,Eye,High,retinal_vasc_occl,Retinal Vascular Occlusions,Retinal Vein Occlusion,MESH:D012170,Retinal Vein Occlusion,"r'\bretinal vein occlusion\b', r'\bretinal vein occlusions\b', r'\bretinal vein thromboses\b', r'\bretinal vein thrombosis\b'",NA,"r'\bretinal vein occlusion\b', r'\bretinal vein occlusions\b', r'\bretinal vein thromboses\b', r'\bretinal vein thrombosis\b'"
Retinal Vascular Occlusion,MESH:D012170,Retinal_Vascular_Occlusion,Eye,High,retinal_vasc_occl,Retinal Vascular Occlusions,Retinal Vein Occlusion,MESH:D015356,Retinal Artery Occlusion,"r'\bretinal artery occlusion\b', r'\bretinal artery occlusions\b', r'\bbranch retinal artery occlusion\b', r'\bcentral retinal artery occlusion\b'",NA,"r'\bretinal artery occlusion\b', r'\bretinal artery occlusions\b', r'\bbranch retinal artery occlusion\b', r'\bcentral retinal artery occlusion\b'"
Rheumatic Fever,MESH:D012213,Rheumatic_Fever,Infections,High,rh_fever,Rheumatic Fever,Rheumatic Fever,MESH:D012213,Rheumatic Fever,"r'\bacute rheumatic arthritides\b', r'\bacute rheumatic arthritis\b', r'\bacute articular rheumatism\b', r'\bacute articular rheumatisms\b', r'\bacute rheumatic fever\b', r'\brheumatic fever\b', r'\bacute rheumatic fevers\b', r'\brheumatic fevers\b', r'\binflammatory rheumatism\b', r'\bpolyarthritis rheumatica\b', r'\bpolyarthritis rheumaticas\b', r'\brheumatic arthritis\b'",remove surplus,"r'\barticular rheumatism\b', r'\barticular rheumatisms\b', r'\brheumatic fever\b', r'\brheumatic fevers\b', r'\binflammatory rheumatism\b', r'\bpolyarthritis rheumatica\b', r'\bpolyarthritis rheumaticas\b', r'\brheumatic arthritis\b', r'\bacute rheumatism\b', r'\brheumatism acute\b', r'\binflammatory rheumatisms\b', r'\brheumatic arthritides\b', r'\brheumatic arthritides\b', r'\bacute rheumatic attack\b'"
Rheumatic Valve Disorder,MESH:D012214,Rheumatic_Valve_Disorder,Cardiovascular,High,rh_valve,Rheumatic Valve Disease,Rheumatic Heart Disease,MESH:D012214,Rheumatic Heart Disease,"r'\bbouillaud disease\b', r'\bbouillauds disease\b', r'\brheumatic heart disease\b', r'\brheumatic heart diseases\b'",NA,"r'\bbouillaud disease\b', r'\bbouillauds disease\b', r'\brheumatic heart disease\b', r'\brheumatic heart diseases\b', r'\brheumatoid heart disease\b', r'\brheumatic carditis\b', r'\brheumatoid heart disease\b', r'\brheumatoid heart diseases\b', r'\brheumatic pancarditis\b'"
Rheumatoid Arthritis,MESH:D001172,Rheumatoid_Arthritis,Musculoskeletal,High,rha,Rheumatoid Arthritis,"Arthritis, Rheumatoid",MESH:D005258,Felty Syndrome,"r'\bfamilial feltys syndrome\b', r'\bfamilial felty syndrome\b', r'\bsplenomegaly and neutropenia rheumatoid arthritis\b', r'\bfelty syndrome\b', r'\bfeltys syndrome\b'",removed surplus,"r'\bfelty syndrome\b', r'\bfeltys syndrome\b'"
Rheumatoid Arthritis,MESH:D001172,Rheumatoid_Arthritis,Musculoskeletal,High,rha,Rheumatoid Arthritis,"Arthritis, Rheumatoid",MESH:D012218,Rheumatoid Nodule,"r'\brheumatoid nodule\b', r'\brheumatoid nodules\b', r'\brheumatoid noduloses\b', r'\brheumatoid nodulosis\b'",NA,"r'\brheumatoid nodule\b', r'\brheumatoid nodules\b', r'\brheumatoid noduloses\b', r'\brheumatoid nodulosis\b'"
Rheumatoid Arthritis,MESH:D001172,Rheumatoid_Arthritis,Musculoskeletal,High,rha,Rheumatoid Arthritis,"Arthritis, Rheumatoid",MESH:D001172,"Arthritis, Rheumatoid",r'\brheumatoid arthritis\b',NA,r'\brheumatoid arthritis\b'
Rheumatoid Arthritis,MESH:D001172,Rheumatoid_Arthritis,Musculoskeletal,High,rha,Rheumatoid Arthritis,"Arthritis, Rheumatoid",MESH:D002205,Caplan Syndrome,"r'\bcaplans syndrome\b', r'\bcaplan syndromes\b', r'\bcaplan syndrome\b'",NA,"r'\bcaplans syndrome\b', r'\bcaplan syndromes\b', r'\bcaplan syndrome\b'"
Rheumatoid Arthritis,MESH:D001172,Rheumatoid_Arthritis,Musculoskeletal,High,rha,Rheumatoid Arthritis,"Arthritis, Rheumatoid",MESH:D016706,"Still's Disease, Adult-Onset","r'\badult onset still disease\b', r'\badult onset stills disease\b'",NA,"r'\badult onset still disease\b', r'\badult onset stills disease\b'"
Rheumatoid Arthritis,MESH:D001172,Rheumatoid_Arthritis,Musculoskeletal,High,rha,Rheumatoid Arthritis,"Arthritis, Rheumatoid",MESH:D056653,Rheumatoid Vasculitis,"r'\brheumatoid vasculitides\b', r'\brheumatoid vasculitis\b'",NA,"r'\brheumatoid vasculitides\b', r'\brheumatoid vasculitis\b'"
Right Bundle Branch Block,MESH:D002037,Right_Bundle_Branch_Block,Cardiovascular,High,rbbb,Right Bundle Branch Block,Bundle-Branch Block,MESH:D002037,Bundle-Branch Block,"r'\banterior fascicular block\b', r'\bbundle branch block\b', r'\bfascicular block\b', r'\bleft bundle branch block\b', r'\bposterior fascicular block\b', r'\bright bundle branch block\b', r'\banterior fascicular blocks\b', r'\bbundle branch blocks\b', r'\bfascicular blocks\b', r'\bleft bundle branch blocks\b', r'\bposterior fascicular blocks\b', r'\bright bundle branch blocks\b'",Updated to reflect right,"r'\bright bundle branch block\b', r'\bright bundle branch blocks\b'"
Scleroderma,MESH:D012594,Scleroderma,Musculoskeletal,High,scleroderma,Scleroderma,"Scleroderma, Localized",MESH:D012594,"Scleroderma, Localized","r'\bcircumscribed scleroderma\b', r'\blinear scleroderma\b', r'\blocalized sclerodermas\b', r'\blocalized scleroderma\b', r'\bdermatosclerosis\b', r'\bfrontal linear scleroderma en coup de sabre\b', r'\bmorphea\b', r'\bmorpheas\b'",NA,"r'\bcircumscribed scleroderma\b', r'\blinear scleroderma\b', r'\blocalized sclerodermas\b', r'\blocalized scleroderma\b', r'\bdermatosclerosis\b', r'\bfrontal linear scleroderma en coup de sabre\b', r'\bmorphea\b', r'\bmorpheas\b'"
Scleroderma,MESH:D012595,Scleroderma,Musculoskeletal,High,scleroderma,Scleroderma,"Scleroderma, Systemic",MESH:D012595,"Scleroderma, Systemic","r'\bsystemic sclerosis\b', r'\bsystemic scleroderma\b'",NA,"r'\bsystemic sclerosis\b', r'\bsystemic scleroderma\b'"
Scleroderma,MESH:D012595,Scleroderma,Musculoskeletal,High,scleroderma,Scleroderma,"Scleroderma, Systemic",MESH:D017675,CREST Syndrome,"r'\bcalcinosis raynaud phenomenon sclerodactyly telangiectasia\b', r'\bcrest syndrome\b', r'\bcrst syndrome\b', r'\bcrest syndromes\b', r'\bcrst syndromes\b'",NA,"r'\bcalcinosis raynaud phenomenon sclerodactyly telangiectasia\b', r'\bcrest syndrome\b', r'\bcrst syndrome\b', r'\bcrest syndromes\b', r'\bcrst syndromes\b'"
