"","All_MESH","filter_frames","DiseaseName_ARD_Paper","MESH_ID","Category","Likelihood.disease.is.ageing.related","Name_node","Phenotyping_Algorithms","MESH_Term","All_MESH_Terms"
"71","MESH:D002283","r'\bbronchial carcinoma\b', r'\bbronchial carcinomas\b', r'\bbronchogenic carcinomas\b', r'\bbronchogenic carcinoma\b'","Primary Malignancy, Lung","MESH:D008175","Cancers","High","malig_pri_lung","Primary Malignancy - Lung","Lung Neoplasms","Carcinoma, Bronchogenic"
"73","MESH:D002289","r'\bnon small cell lung carcinoma\b', r'\bnon small cell lung carcinomas\b', r'\bnonsmall cell lung cancer\b', r'\bnon small cell lung cancer\b'","Primary Malignancy, Lung","MESH:D008175","Cancers","High","malig_pri_lung","Primary Malignancy - Lung","Lung Neoplasms","Carcinoma, Non-Small-Cell Lung"
"224","MESH:D008175","r'\blung cancer\b', r'\bpulmonary cancer\b', r'\blung cancers\b', r'\bpulmonary cancers\b', r'\bprotection against lung cancer\b', r'\blung neoplasm\b', r'\bpulmonary neoplasm\b', r'\blung neoplasms\b', r'\bpulmonary neoplasms\b', r'\bsusceptibility to lung cancer susceptibility 2 nicotine dependence\b', r'\badenocarcinoma of lung\b', r'\bcancer of lung\b', r'\bcancer of the lung\b', r'\blung cancer susceptibility 1\b', r'\blung cancer susceptibility 3\b', r'\blung cancer susceptibility 4\b', r'\blung cancer susceptibility 5\b', r'\bsmoking as a quantitative trait locus 3\b'","Primary Malignancy, Lung","MESH:D008175","Cancers","High","malig_pri_lung","Primary Malignancy - Lung","Lung Neoplasms","Lung Neoplasms"
"265","MESH:D010178","r'\bpancoast syndrome\b', r'\bpancoasts syndrome\b', r'\bpancoast tumor\b'","Primary Malignancy, Lung","MESH:D008175","Cancers","High","malig_pri_lung","Primary Malignancy - Lung","Lung Neoplasms","Pancoast Syndrome"
"543","MESH:D055752","r'\bsmall cell lung carcinoma\b', r'\boat cell carcinoma of lung\b', r'\boat cell lung cancer\b', r'\bsmall cell lung cancer\b'","Primary Malignancy, Lung","MESH:D008175","Cancers","High","malig_pri_lung","Primary Malignancy - Lung","Lung Neoplasms","Small Cell Lung Carcinoma"
"233","MESH:D008545","r'\bmalignant melanoma\b', r'\bmalignant melanomas\b', r'\bmelanomas\b', r'\bmelanoma\b'","Primary Malignancy, Melanoma","MESH:D008545","Cancers","High","malig_pri_melanoma","Primary Malignancy - Melanoma","Melanoma","Melanoma"
"457","MESH:D018327","r'\bhutchinsons melanotic freckle\b', r'\bmelanotic freckle\b', r'\bmelanotic freckles\b', r'\bmalignant lentigo\b', r'\bmalignant lentigos\b', r'\bhutchinson melanotic freckle\b', r'\blentigo maligna\b'","Primary Malignancy, Melanoma","MESH:D008545","Cancers","High","malig_pri_melanoma","Primary Malignancy - Melanoma","Melanoma","Hutchinson's Melanotic Freckle"
"458","MESH:D018328","r'\bamelanotic melanomas\b', r'\bamelanotic melanoma\b'","Primary Malignancy, Melanoma","MESH:D008545","Cancers","High","malig_pri_melanoma","Primary Malignancy - Melanoma","Melanoma","Melanoma, Amelanotic"
"235","MESH:D008654","r'\bmesotheliomas\b', r'\bmesothelioma\b'","Primary Malignancy, Mesothelioma","MESH:D008654","Cancers","High","malig_pri_mesothelioma","Primary Malignancy - Mesothelioma","Mesothelioma","Mesothelioma"
"14","MESH:D000077277",NA,"Primary Malignancy, Oesophageal","MESH:D004938","Cancers","High","malig_pri_oesoph","Primary Malignancy - Oesophageal","Esophageal Neoplasms","Esophageal Squamous Cell Carcinoma"
"136","MESH:D004938","r'\besophageal cancer\b', r'\besophagus cancer\b', r'\besophageal cancers\b', r'\besophagus cancers\b', r'\besophageal neoplasm\b', r'\besophagus neoplasm\b', r'\besophageal neoplasms\b', r'\besophagus neoplasms\b', r'\baerodigestive tract cancer\b', r'\bcancer of esophagus\b', r'\bcancer of the esophagus\b', r'\besophageal squamous cell carcinoma\b', r'\bgastric cardia adenocarcinoma\b'","Primary Malignancy, Oesophageal","MESH:D004938","Cancers","High","malig_pri_oesoph","Primary Malignancy - Oesophageal","Esophageal Neoplasms","Esophageal Neoplasms"
"258","MESH:D009959","r'\boropharyngeal cancer\b', r'\boropharynx cancer\b', r'\boropharyngeal cancers\b', r'\boropharynx cancers\b', r'\boropharyngeal neoplasm\b', r'\boropharynx neoplasm\b', r'\boropharyngeal neoplasms\b', r'\boropharynx neoplasms\b', r'\bcancer of oropharnyx\b', r'\bcancer of the oropharynx\b', r'\boropharnyx cancer\b', r'\boropharnyx cancers\b'","Primary Malignancy, Oropharyngeal","MESH:D009959","Cancers","High","malig_pri_oroph","Primary Malignancy - Oropharyngeal","Oropharyngeal Neoplasms","Oropharyngeal Neoplasms"
"354","MESH:D014067","r'\btonsil cancers\b', r'\btonsillar cancers\b', r'\btonsil cancer\b', r'\btonsillar cancer\b', r'\btonsil neoplasms\b', r'\btonsillar neoplasms\b', r'\btonsil neoplasm\b', r'\btonsillar neoplasm\b', r'\bcancer of the tonsil\b', r'\bcancer of tonsil\b'","Primary Malignancy, Oropharyngeal","MESH:D009959","Cancers","High","malig_pri_oroph","Primary Malignancy - Oropharyngeal","Oropharyngeal Neoplasms","Tonsillar Neoplasms"
"13","MESH:D000077216","r'\bepithelial ovarian cancer\b', r'\bovarian epithelial cancer\b', r'\bepithelial ovarian cancers\b', r'\bovarian epithelial cancers\b', r'\bepithelial ovarian carcinoma\b', r'\bepithelial ovarian carcinomas\b', r'\bovarian epithelial carcinomas\b', r'\bovarian epithelial carcinoma\b'","Primary Malignancy, Ovary","MESH:D010051","Cancers","High","malig_pri_ovarian","Primary Malignancy - Ovary","Ovarian Neoplasms","Carcinoma, Ovarian Epithelial"
"262","MESH:D010051","r'\bovarian cancer\b', r'\bovary cancer\b', r'\bovarian cancers\b', r'\bovary cancers\b', r'\bovarian neoplasm\b', r'\bovary neoplasm\b', r'\bovarian neoplasms\b', r'\bovary neoplasms\b', r'\bcancer of ovary\b', r'\bcancer of the ovary\b'","Primary Malignancy, Ovary","MESH:D010051","Cancers","High","malig_pri_ovarian","Primary Malignancy - Ovary","Ovarian Neoplasms","Ovarian Neoplasms"
"15","MESH:D000077779","r'\bpancreatic intraductal neoplasm\b', r'\bpancreatic intraductal neoplasms\b', r'\bpancreatic intraductal papillary mucinous neoplasm\b', r'\bpancreatic intraductal tubulopapillary neoplasm\b', r'\bpancreatic ipmn\b', r'\bintraductal papillary mucinous neoplasms of the pancreas\b', r'\bpancreatic ipmns\b'","Primary Malignancy, Pancreas","MESH:D010190","Cancers","High","malig_pri_pancr","Primary Malignancy - Pancreas","Pancreatic Neoplasms","Pancreatic Intraductal Neoplasms"
"155","MESH:D005935","r'\balpha cell adenoma\b', r'\balpha cell adenomas\b', r'\bglucagonoma syndrome\b', r'\bglucagonoma syndromes\b', r'\balpha cell tumor\b', r'\balpha cell tumors\b', r'\bglucagonomas\b', r'\bglucagonoma\b'","Primary Malignancy, Pancreas","MESH:D010190","Cancers","High","malig_pri_pancr","Primary Malignancy - Pancreas","Pancreatic Neoplasms","Glucagonoma"
"266","MESH:D010190","r'\bpancreas cancer\b', r'\bpancreatic cancer\b', r'\bpancreas cancers\b', r'\bpancreatic cancers\b', r'\bpancreas neoplasm\b', r'\bpancreatic neoplasm\b', r'\bpancreas neoplasms\b', r'\bpancreatic neoplasms\b', r'\bcancer of pancreas\b', r'\bcancer of the pancreas\b', r'\bpancreatic acinar carcinoma\b', r'\bpancreatic carcinoma\b'","Primary Malignancy, Pancreas","MESH:D010190","Cancers","High","malig_pri_pancr","Primary Malignancy - Pancreas","Pancreatic Neoplasms","Pancreatic Neoplasms"
"455","MESH:D018273","r'\bislet cell carcinomas\b', r'\bmalignant islet cell tumor\b', r'\bislet cell carcinoma\b'","Primary Malignancy, Pancreas","MESH:D010190","Cancers","High","malig_pri_pancr","Primary Malignancy - Pancreas","Pancreatic Neoplasms","Carcinoma, Islet Cell"
"499","MESH:D021441","r'\bpancreas duct cell carcinoma\b', r'\bpancreas duct cell carcinomas\b', r'\bpancreatic ductal carcinomas\b', r'\bpancreatic ductal carcinoma\b', r'\bductal carcinoma of the pancreas\b', r'\bduct cell carcinoma of the pancreas\b', r'\bpancreatic duct cell carcinoma\b'","Primary Malignancy, Pancreas","MESH:D010190","Cancers","High","malig_pri_pancr","Primary Malignancy - Pancreas","Pancreatic Neoplasms","Carcinoma, Pancreatic Ductal"
"295","MESH:D011471","r'\bprostate cancer\b', r'\bprostatic cancer\b', r'\bprostate cancers\b', r'\bprostatic cancers\b', r'\bprostate neoplasm\b', r'\bprostatic neoplasm\b', r'\bprostate neoplasms\b', r'\bprostatic neoplasms\b', r'\bcancer of prostate\b', r'\bcancer of the prostate\b', r'\bprostate cancer aggressiveness quantitative trait locus on chromosome 19\b'","Primary Malignancy, Prostate","MESH:D011471","Cancers","High","malig_pri_prost","Primary Malignancy Prostate","Prostatic Neoplasms","Prostatic Neoplasms"
"316","MESH:D012626","r'\bsebaceous gland neoplasm\b', r'\bsebaceous gland neoplasms\b'","Primary Malignancy, Skin","MESH:D012878","Cancers","High","malig_pri_skin","Primary Malignancy - Skin","Skin Neoplasms","Sebaceous Gland Neoplasms"
"326","MESH:D012878","r'\bskin cancer\b', r'\bskin cancers\b', r'\bskin neoplasm\b', r'\bskin neoplasms\b', r'\bcancer of skin\b', r'\bcancer of the skin\b'","Primary Malignancy, Skin","MESH:D012878","Cancers","High","malig_pri_skin","Primary Malignancy - Skin","Skin Neoplasms","Skin Neoplasms"
"339","MESH:D013544","r'\bsweat gland neoplasms\b', r'\bsweat gland neoplasm\b'","Primary Malignancy, Skin","MESH:D012878","Cancers","High","malig_pri_skin","Primary Malignancy - Skin","Skin Neoplasms","Sweat Gland Neoplasms"
"335","MESH:D013274","r'\bgastric cancer\b', r'\bgastric cancers\b', r'\bstomach cancers\b', r'\bstomach cancer\b', r'\bfamilial diffuse gastric cancer\b', r'\bhereditary diffuse gastric cancer\b', r'\bintestinal gastric cancer\b', r'\bgastric neoplasm\b', r'\bgastric neoplasms\b', r'\bstomach neoplasms\b', r'\bstomach neoplasm\b', r'\bcancer of stomach\b', r'\bcancer of the stomach\b'","Primary Malignancy, Stomach","MESH:D013274","Cancers","High","malig_pri_stomach","Primary Malignancy - Stomach","Stomach Neoplasms","Stomach Neoplasms"
"349","MESH:D013964","r'\bthyroid adenomas\b', r'\bthyroid adenoma\b', r'\bthyroid cancers\b', r'\bthyroid cancer\b', r'\bthyroid carcinomas\b', r'\bthyroid carcinoma\b', r'\bthyroid neoplasms\b', r'\bthyroid neoplasm\b', r'\bcancer of the thyroid\b', r'\bcancer of thyroid\b'","Primary Malignancy, Thyroid","MESH:D013964","Cancers","High","malig_pri_thyroid","Primary Malignancy - Thyroid","Thyroid Neoplasms","Thyroid Neoplasms"
"365","MESH:D014594","r'\buterine cancers\b', r'\buterus cancers\b', r'\buterine cancer\b', r'\buterus cancer\b', r'\buterine neoplasms\b', r'\buterus neoplasms\b', r'\buterine neoplasm\b', r'\buterus neoplasm\b', r'\bcancer of the uterus\b', r'\bcancer of uterus\b'","Primary Malignancy, Uterus","MESH:D014594","Cancers","High","malig_pri_uterine","Primary Malignancy - Uterus","Uterine Neoplasms","Uterine Neoplasms"
"429","MESH:D016889","r'\bendometrial cancer\b', r'\bendometrium cancer\b', r'\bendometrial cancers\b', r'\bendometrium cancers\b', r'\bendometrial carcinoma\b', r'\bendometrial carcinomas\b', r'\bendometrial neoplasm\b', r'\bendometrial neoplasms\b', r'\bcancer of endometrium\b', r'\bcancer of the endometrium\b', r'\bcarcinoma of endometrium\b', r'\bendometrium carcinoma\b', r'\bendometrium carcinomas\b'","Primary Malignancy, Uterus","MESH:D014594","Cancers","High","malig_pri_uterine","Primary Malignancy - Uterus","Uterine Neoplasms","Endometrial Neoplasms"
"448","MESH:D018203","r'\bendometrial stromal sarcomas\b', r'\bendometrial stromal sarcoma\b'","Primary Malignancy, Uterus","MESH:D014594","Cancers","High","malig_pri_uterine","Primary Malignancy - Uterus","Uterine Neoplasms","Sarcoma, Endometrial Stromal"
"453","MESH:D018269","r'\bendometrioid adenocarcinoma\b', r'\bendometrioid adenocarcinomas\b', r'\bendometrioid carcinomas\b', r'\bendometrioid carcinoma\b'","Primary Malignancy, Uterus","MESH:D014594","Cancers","High","malig_pri_uterine","Primary Malignancy - Uterus","Uterine Neoplasms","Carcinoma, Endometrioid"
"187","MESH:D006976","r'\bpulmonary hypertension\b', r'\bpulmonary arterial hypertension\b'","Primary Pulmonary Hypertension","MESH:D006976","Cardiovascular","High","pulm_htn_pri","Primary pulmonary hypertension","Hypertension, Pulmonary","Hypertension, Pulmonary"
"345","MESH:D013921","r'\bthrombocytopenias\b', r'\bthrombopenia\b', r'\bthrombopenias\b', r'\bthrombocytopenia\b'","Primary thrombocytopaenia","MESH:D013921","Haematological/ Immuunoligcal","High","pri_thrombocytopaenia","Primary thrombocytopaenia","Thrombocytopenia","Thrombocytopenia"
"51","MESH:D001763","r'\beyelid ptoses\b', r'\beyelid ptosis\b', r'\bblepharoptoses\b', r'\bblepharoptosis\b'","Ptosis","MESH:D001763","Eye","High","ptosis","Ptosis","Blepharoptosis","Blepharoptosis"
"40","MESH:D001261","r'\bcompression atelectases\b', r'\bcompression pulmonary atelectases\b', r'\bcongestive atelectases\b', r'\bcongestive pulmonary atelectases\b', r'\bcontraction pulmonary atelectases\b', r'\bpostoperative pulmonary atelectases\b', r'\bpulmonary atelectases\b', r'\bresorption atelectases\b', r'\bresorption pulmonary atelectases\b', r'\bcompression atelectasis\b', r'\bcompression pulmonary atelectasis\b', r'\bcongestive atelectasis\b', r'\bcongestive pulmonary atelectasis\b', r'\bcontraction pulmonary atelectasis\b', r'\bpostoperative pulmonary atelectasis\b', r'\bpulmonary atelectasis\b', r'\bresorption atelectasis\b', r'\bresorption pulmonary atelectasis\b', r'\blung collapse\b', r'\batelectases\b', r'\batelectasis\b'","Pulmonary Collapse","MESH:D001261","Respiratory","High","pulm_collapse","Pulmonary Collapse","Pulmonary Atelectasis","Pulmonary Atelectasis"
"296","MESH:D011655","r'\bpulmonary embolism\b', r'\bpulmonary embolisms\b', r'\bpulmonary thromboembolism\b', r'\bpulmonary thromboembolisms\b'","Pulmonary Embolism","MESH:D011655","Cardiovascular","High","pe","Pulmonary Embolism","Pulmonary Embolism","Pulmonary Embolism"
"525","MESH:D054060","r'\bpulmonary infarction\b', r'\bpulmonary infarctions\b'","Pulmonary Embolism","MESH:D011655","Cardiovascular","High","pe","Pulmonary Embolism","Pulmonary Embolism","Pulmonary Infarction"
"298","MESH:D011658","r'\bfibrosing alveolitides\b', r'\bfibrosing alveolitis\b', r'\bpulmonary fibroses\b', r'\bpulmonary fibrosis\b', r'\bhamman rich syndrome\b'","Pulmonary Fibrosis","MESH:D011658","Respiratory","High","pulm_fibrosis","Pulmonary Fibrosis","Pulmonary Fibrosis","Pulmonary Fibrosis"
"539","MESH:D054990","r'\bhamman rich disease\b', r'\bhamman rich diseases\b', r'\bfibrocystic pulmonary dysplasia\b', r'\bfibrocystic pulmonary dysplasias\b', r'\bcryptogenic fibrosing alveolitides\b', r'\bcryptogenic fibrosing alveolitis\b', r'\bchronic form idiopathic fibrosing alveolitis\b', r'\bfamilial idiopathic pulmonary fibrosis\b', r'\busual interstitial pneumonias\b', r'\busual interstitial pneumonia\b', r'\busual interstitial pneumonitides\b', r'\busual interstitial pneumonitis\b', r'\bidiopathic pulmonary fibroses\b', r'\bidiopathic pulmonary fibrosis\b', r'\buip hamman rich disease\b'","Pulmonary Fibrosis","MESH:D011658","Respiratory","High","pulm_fibrosis","Pulmonary Fibrosis","Pulmonary Fibrosis","Idiopathic Pulmonary Fibrosis"
"178","MESH:D006937","r'\belevated cholesterol\b', r'\bhigh cholesterol level\b', r'\bhigh cholesterol levels\b', r'\belevated cholesterols\b', r'\bhypercholesteremia\b', r'\bhypercholesteremias\b', r'\bhypercholesterolemias\b', r'\bhypercholesterolemia\b'","Raised Total Cholesterol","MESH:D006937","Endocrine","High","raisedtc","Raised Total Cholesterol","Hypercholesterolemia","Hypercholesterolemia"
"179","MESH:D006953","r'\bcarbohydrate inducible hyperlipemia\b', r'\bcarbohydrate inducible hyperlipemias\b', r'\btype iv hyperlipoproteinemias\b', r'\btype iv hyperlipoproteinemia\b', r'\bfamilial hypertriglyceridemia\b', r'\bhyperlipoproteinemia type iv\b', r'\bfamilial hyperlipoproteinemia type 4\b', r'\bfamilial type iv hyperlipoproteinemia\b', r'\bhyperprebetalipoproteinemia\b', r'\bhyper prebeta lipoproteinemia\b'","Raised Triglycerides","MESH:D015228","Endocrine","High","raisedtg","Raised Triglycerides","Hypertriglyceridemia","Hyperlipoproteinemia Type IV"
"180","MESH:D006954","r'\blate onset hyperchylomicronemia\b', r'\blate onset hyperchylomicronemias\b', r'\bfamilial hyperchylomicronemia with hyperprebetalipoproteinemia\b', r'\bcombined fat and carbohydrate induced hyperlipemia\b', r'\bmixed hyperlipemia\b', r'\bmixed hyperlipemias\b', r'\btype v hyperlipidemias\b', r'\btype v hyperlipidemia\b', r'\btype v hyperlipoproteinemias\b', r'\btype v hyperlipoproteinemia\b', r'\bhyperchylomicronemia late onset\b', r'\bhyperchylomicronemia late onsets\b', r'\bhyperlipoproteinemia type 5\b', r'\bhyperlipoproteinemia type 5s\b', r'\bhyperlipoproteinemia type v\b'","Raised Triglycerides","MESH:D015228","Endocrine","High","raisedtg","Raised Triglycerides","Hypertriglyceridemia","Hyperlipoproteinemia Type V"
"380","MESH:D015228","r'\bhypertriglyceridemias\b', r'\bhypertriglyceridemia\b'","Raised Triglycerides","MESH:D015228","Endocrine","High","raisedtg","Raised Triglycerides","Hypertriglyceridemia","Hypertriglyceridemia"
"301","MESH:D011928","r'\bhereditary cold fingers\b', r'\braynaud phenomenon\b', r'\braynauds disease\b', r'\braynaud disease\b'","Raynauds Disease","MESH:D011928","Cardiovascular","High","raynauds","Raynaud's Disease","Raynaud Disease","Raynaud Disease"
"16","MESH:D000142","r'\brespiratory acidoses\b', r'\brespiratory acidosis\b'","Respiratory Failure","MESH:D012131","Respiratory","High","resp_fail","Respiratory Failure","Respiratory Insufficiency","Acidosis, Respiratory"
"20","MESH:D000402","r'\bairway obstruction\b', r'\bairway obstructions\b', r'\bchoking\b'","Respiratory Failure","MESH:D012131","Respiratory","High","resp_fail","Respiratory Failure","Respiratory Insufficiency","Airway Obstruction"
"193","MESH:D007040","r'\bhypoventilations\b', r'\bhypoventilation\b'","Respiratory Failure","MESH:D012131","Respiratory","High","resp_fail","Respiratory Failure","Respiratory Insufficiency","Hypoventilation"
"305","MESH:D012131","r'\bventilatory depressions\b', r'\brespiratory depression\b', r'\brespiratory failure\b', r'\bventilatory depression\b', r'\brespiratory insufficiency\b'","Respiratory Failure","MESH:D012131","Respiratory","High","resp_fail","Respiratory Failure","Respiratory Insufficiency","Respiratory Insufficiency"
"306","MESH:D012133","r'\brespiratory muscle paralyses\b', r'\brespiratory muscle paralysis\b', r'\bdiaphragmatic paralysis\b', r'\brespiratory paralysis\b'","Respiratory Failure","MESH:D012131","Respiratory","High","resp_fail","Respiratory Failure","Respiratory Insufficiency","Respiratory Paralysis"
"307","MESH:D012163","r'\bretinal detachment\b', r'\bretinal detachments\b', r'\bretinal pigment epithelial detachment\b'","Retinal Detachment","MESH:D012163","Eye","High","retinal_detach","Retinal Detachment","Retinal Detachment","Retinal Detachment"
"308","MESH:D012170","r'\bretinal vein occlusion\b', r'\bretinal vein occlusions\b', r'\bretinal vein thromboses\b', r'\bretinal vein thrombosis\b'","Retinal Vascular Occlusion","MESH:D012170","Eye","High","retinal_vasc_occl","Retinal Vascular Occlusions","Retinal Vein Occlusion","Retinal Vein Occlusion"
"382","MESH:D015356","r'\bretinal artery occlusion\b', r'\bretinal artery occlusions\b', r'\bbranch retinal artery occlusion\b', r'\bcentral retinal artery occlusion\b'","Retinal Vascular Occlusion","MESH:D012170","Eye","High","retinal_vasc_occl","Retinal Vascular Occlusions","Retinal Vein Occlusion","Retinal Artery Occlusion"
"309","MESH:D012213","r'\bacute rheumatic arthritides\b', r'\bacute rheumatic arthritis\b', r'\bacute articular rheumatism\b', r'\bacute articular rheumatisms\b', r'\bacute rheumatic fever\b', r'\brheumatic fever\b', r'\bacute rheumatic fevers\b', r'\brheumatic fevers\b', r'\binflammatory rheumatism\b', r'\bpolyarthritis rheumatica\b', r'\bpolyarthritis rheumaticas\b', r'\brheumatic arthritis\b'","Rheumatic Fever","MESH:D012213","Infections","High","rh_fever","Rheumatic Fever","Rheumatic Fever","Rheumatic Fever"
"310","MESH:D012214","r'\bbouillaud disease\b', r'\bbouillauds disease\b', r'\brheumatic heart disease\b', r'\brheumatic heart diseases\b'","Rheumatic Valve Disorder","MESH:D012214","Cardiovascular","High","rh_valve","Rheumatic Valve Disease","Rheumatic Heart Disease","Rheumatic Heart Disease"
"38","MESH:D001172","r'\brheumatoid arthritis\b'","Rheumatoid Arthritis","MESH:D001172","Musculoskeletal","High","rha","Rheumatoid Arthritis","Arthritis, Rheumatoid","Arthritis, Rheumatoid"
"68","MESH:D002205","r'\bcaplans syndrome\b', r'\bcaplan syndromes\b', r'\bcaplan syndrome\b'","Rheumatoid Arthritis","MESH:D001172","Musculoskeletal","High","rha","Rheumatoid Arthritis","Arthritis, Rheumatoid","Caplan Syndrome"
"140","MESH:D005258","r'\bfamilial feltys syndrome\b', r'\bfamilial felty syndrome\b', r'\bsplenomegaly and neutropenia rheumatoid arthritis\b', r'\bfelty syndrome\b', r'\bfeltys syndrome\b'","Rheumatoid Arthritis","MESH:D001172","Musculoskeletal","High","rha","Rheumatoid Arthritis","Arthritis, Rheumatoid","Felty Syndrome"
"311","MESH:D012218","r'\brheumatoid nodule\b', r'\brheumatoid nodules\b', r'\brheumatoid noduloses\b', r'\brheumatoid nodulosis\b'","Rheumatoid Arthritis","MESH:D001172","Musculoskeletal","High","rha","Rheumatoid Arthritis","Arthritis, Rheumatoid","Rheumatoid Nodule"
"421","MESH:D016706","r'\badult onset still disease\b', r'\badult onset stills disease\b'","Rheumatoid Arthritis","MESH:D001172","Musculoskeletal","High","rha","Rheumatoid Arthritis","Arthritis, Rheumatoid","Still's Disease, Adult-Onset"
"544","MESH:D056653","r'\brheumatoid vasculitides\b', r'\brheumatoid vasculitis\b'","Rheumatoid Arthritis","MESH:D001172","Musculoskeletal","High","rha","Rheumatoid Arthritis","Arthritis, Rheumatoid","Rheumatoid Vasculitis"
"63","MESH:D002037","r'\banterior fascicular block\b', r'\bbundle branch block\b', r'\bfascicular block\b', r'\bleft bundle branch block\b', r'\bposterior fascicular block\b', r'\bright bundle branch block\b', r'\banterior fascicular blocks\b', r'\bbundle branch blocks\b', r'\bfascicular blocks\b', r'\bleft bundle branch blocks\b', r'\bposterior fascicular blocks\b', r'\bright bundle branch blocks\b'","Right Bundle Branch Block","MESH:D002037","Cardiovascular","High","rbbb","Right Bundle Branch Block","Bundle-Branch Block","Bundle-Branch Block"
"313","MESH:D012594","r'\bcircumscribed scleroderma\b', r'\blinear scleroderma\b', r'\blocalized sclerodermas\b', r'\blocalized scleroderma\b', r'\bdermatosclerosis\b', r'\bfrontal linear scleroderma en coup de sabre\b', r'\bmorphea\b', r'\bmorpheas\b'","Scleroderma","MESH:D012594","Musculoskeletal","High","scleroderma","Scleroderma","Scleroderma, Localized","Scleroderma, Localized"
"314","MESH:D012595","r'\bsystemic sclerosis\b', r'\bsystemic scleroderma\b'","Scleroderma","MESH:D012595","Musculoskeletal","High","scleroderma","Scleroderma","Scleroderma, Systemic","Scleroderma, Systemic"
"442","MESH:D017675","r'\bcalcinosis raynaud phenomenon sclerodactyly telangiectasia\b', r'\bcrest syndrome\b', r'\bcrst syndrome\b', r'\bcrest syndromes\b', r'\bcrst syndromes\b'","Scleroderma","MESH:D012595","Musculoskeletal","High","scleroderma","Scleroderma","Scleroderma, Systemic","CREST Syndrome"
"510","MESH:D045743","r'\bprogressive scleroderma\b', r'\bsudden onset sclerodermas\b', r'\bsudden onset scleroderma\b', r'\bdiffuse systemic scleroses\b', r'\bdiffuse systemic sclerosis\b', r'\bprogressive systemic sclerosis\b', r'\bdiffuse scleroderma\b', r'\bdiffuse cutaneous systemic sclerosis\b'","Scleroderma","MESH:D012595","Musculoskeletal","High","scleroderma","Scleroderma","Scleroderma, Systemic","Scleroderma, Diffuse"
"511","MESH:D045745","r'\blimited systemic scleroderma\b', r'\blimited systemic sclerodermas\b', r'\blimited scleroderma\b'","Scleroderma","MESH:D012595","Musculoskeletal","High","scleroderma","Scleroderma","Scleroderma, Systemic","Scleroderma, Limited"
"315","MESH:D012600","r'\bscolioses\b', r'\bscoliosis\b'","Scoliosis","MESH:D012600","Musculoskeletal","High","scoliosis","Scoliosis","Scoliosis","Scoliosis"
"317","MESH:D012628","r'\bseborrheic dermatitides\b', r'\bseborrheic dermatitis\b', r'\bdermatitis seborrheica\b', r'\bseborrhea\b'","Seborrheic Dermatitis","MESH:D012628","Skin","High","seb_derm","Seborrheic Dermatitis","Dermatitis, Seborrheic","Dermatitis, Seborrheic"
"17","MESH:D000306","r'\badrenal cortex cancer\b', r'\badrenocortical cancer\b', r'\badrenal cortex cancers\b', r'\badrenocortical cancers\b', r'\badrenal cortex neoplasm\b', r'\badrenal cortex neoplasms\b', r'\bcancer of adrenal cortex\b', r'\bcancer of the adrenal cortex\b'","Secondary Malignancy, Adrenal","MESH:D000310","Cancers","High","malig_sec_adrenal","Secondary Malignancy - Adrenal","Adrenal Gland Neoplasms","Adrenal Cortex Neoplasms"
"18","MESH:D000310","r'\badrenal cancer\b', r'\badrenal gland cancer\b', r'\badrenal cancers\b', r'\badrenal gland cancers\b', r'\badrenal neoplasm\b', r'\badrenal gland neoplasm\b', r'\badrenal neoplasms\b', r'\badrenal gland neoplasms\b', r'\bcancer of the adrenal gland\b'","Secondary Malignancy, Adrenal","MESH:D000310","Cancers","High","malig_sec_adrenal","Secondary Malignancy - Adrenal","Adrenal Gland Neoplasms","Adrenal Gland Neoplasms"
"54","MESH:D001859","r'\bbone neoplasm\b', r'\bbone neoplasms\b', r'\bbone cancer\b', r'\bcancer of bone\b', r'\bcancer of the bone\b'","Secondary Malignancy, Bone","MESH:D001859","Cancers","High","malig_sec_bone","Secondary Malignancy - Bone","Bone Neoplasms","Bone Neoplasms"
"196","MESH:D007414","r'\bintestinal cancer\b', r'\bintestines cancer\b', r'\bintestinal cancers\b', r'\bintestines cancers\b', r'\bintestinal neoplasm\b', r'\bintestines neoplasm\b', r'\bintestinal neoplasms\b', r'\bintestines neoplasms\b', r'\bcancer of intestines\b', r'\bcancer of the intestines\b'","Secondary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_sec_bowel","Secondary Malignancy - Bowel","Intestinal Neoplasms","Intestinal Neoplasms"
